시퀀스,아파트코드,아파트명,주소(시도),주소(시군구),주소(읍면동),홈페이지,사용검사일,연면적,관리비부과면적,전체세대수,사용신청일,사용승인일,정보변경일,사용허가여부,일반인원,경비인원,청소인원,건설사,시행사,준공일자,건축면적,아파트평형,층수,주차대수,단지소개,아파트시설,음용수,전기안전관리자,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,기타메모,예산지출액,회계관리현태,화재수신반위치,엘리베이터,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,경비근무시간,경비휴게시간,홈네트워그,아파트청소구역,지하주차대수,음식물처리방식,청소기타구역,청소 연간예산 지출액,청소근무시간,청소근무일자,청소일근무시간,청소세대당청소인원,청소방법,소독면적,소독구역,소독년횟수,소독 년 예산 지출액,소독약품,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,하자보수진행상태,수선유지충당금부고방식,수선유지충당금,수선유지충당메인 항목,수선유지대체금,전체동수,전화번호,팩스번호,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,관리사번호,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,최초등록일자,최종등록일자,주거전용면적
363,A13382502,성수현대,서울,성동구,성수1가2동,,1990-09-22 00:00:00.0,21431,20954,217,2013-03-07 09:46:13.0,2013-06-23 14:46:29.0,2013-06-23 14:46:29.0,Y,1000,6,2,현대건설(주),현대건설(주),,0.00,,15,150,,,150,비상주,전기안전대행업체 위탁,관리,무,,62100030,전산,경비실,有,26,"놀이터, 주차장,엘리베이터,현관입구",無,26390000,격일제,"17시간(평일,휴일 구분없이)","주간 3, 야간4",有,층 라인, ,2754000,"대청소,논슬립",19217000,평일:9시~ 15시/ 토: 9시~12시,,1시간,153세대 /2명,물걸레,16527,세대(분무 및 겔) 및 수목 ,세대:10회 /수목2회,1800000,"그린벅,맥스포스겔,스톰",4대,도급,2004년도 설치 5년간 운행,로프식,"12층,15층,19층",,3360000,565290,년 1회정도,"(1,2,3,4,5,10 년차 진행 / 1,2,3,4,5,10 년차 종결)",수선유지비(매월부과)충당금(분할부과),9929920,"설비, 전기, 소방, ",0,3,0234233200,02-3423-3201,부스타방식,,2048007247,131865,127.0987566,37.6061739,90700274071,봉화산로56길,51,서울특별시 중랑구 신내동 802 신내우남푸르미아,아파트,서울특별시 중랑구 봉화산로56길 51,0,134,19,,,2019-05-20 00:52:00.0,13481.11
1573,A13380703,금호두산,서울,성동구,금호동3가,금호두산.apti.co.kr/,1994-09-16 00:00:00.0,144394,139153,1267,2013-03-07 09:46:34.0,2017-11-21 16:52:14.0,2017-11-21 16:52:14.0,Y,14,34,13,두산건설,금호5-1지구재개발조합,,42093.61,,15,712,,,,,,,,,0,전산,관리사무소,유,5개(카메라32개),"놀이터, 지하주차장",택배수령,0,"격일제,교대(24시간)",,,유,,,,,0,,,,,,50283,,"정기12,추가12",0,,,,,,,,0,0,,,"수선유지충당금, 수선유지비",0,,0,7,02-2245-0180,02-2245-0181,개별급수,서울 동대문구 전농2동 155번지 전농삼성아파트관리사무소,204-82-60853,130853,127.0556161,37.5819426,90700-28022-1,사가정로,65,서울특별시 동대문구 전농동 155 전농삼성,아파트,서울특별시 동대문구 전농로 192,182,176,105,,,2019-05-20 00:17:54.0,37927.19
1992,A13579505,래미안그레이튼3차,서울,강남구,역삼2동,,2009-12-28 00:00:00.0,76688,52944,476,2013-03-07 09:46:57.0,2013-06-23 14:27:35.0,2013-06-23 14:27:35.0,Y,7,8,6,삼성물산,진달래아파트3차 재건축조합,2009-12-01 00:00:00.0,4261.37,85.64|97.47|113.47|172.22,21|,582,,,2250,선임,직접관리,관리,안함,,67362490,전산,관리소,유,5개,"지하주차장,엘리베이터",무,59520000,격일제,,"주간2시간,야간4시간",유,"7개라인,엘리베이터내,출입구",,1개소(5회/1주),,12144000,"평일7시간(오전9시 - 오후4시),토요일3.5시간(오전9시 - 오전12시)",,평일 1시간(12시 - 1시),151세대/1명,복도물걸래 주4회,0,"연막,분무,독먹이식/세대,지하주차장집수정","세대(12회/년),수목(7회/년)",2400000,,7대,전체(FM),,로프식,전층운행,,5544000,880000,0.3회,5년차진행,수선유지충당금(년간분할부과),0,"건축,설비,조경,소방,기타",0,2,02-486-6688,02-486-6644,부스터방식,137,212-82-63074,134030,127.1264298,37.53436,21282630740,풍성로37길,55,서울특별시 강동구 성내동 137 성내2차e-편한세상,아파트,서울특별시 강동구 풍성로37길 55,0,126,25,,,2019-05-20 08:11:04.0,13446.17
215,A12281701,코오롱하늘채아파트,서울,은평구,갈현1동,,2003-09-23 00:00:00.0,30025,20887,191,2013-03-07 09:46:22.0,2019-03-13 15:21:14.0,2019-03-13 15:21:14.0,Y,10,4,2,코오롱건설주식회사,한남재건축조합,,2079.43,,16,235,,,800(250),비선임,대행,관리,무,,0,관리소장,,,,,,5560000,격일제,,,,,,남지환경 수거,,1900000,,,,,,15207,,,1980000,,10,,,,,,0,0,,,,0,,709830,5,02-533-0511,02-533-0588,,1155번지,108-82-66772,156090,126.9752458,37.493362,90900160751,동작대로29길,195,서울특별시 동작구 사당동 1155 사당유니드,아파트,서울특별시 동작구 동작대로29길 195,27,124,0,,,2019-05-20 05:55:38.0,11568.59
216,A13286002,쌍문현대2차,서울,도봉구,쌍문4동,,1993-11-30 00:00:00.0,19497,19605,192,2013-03-07 09:46:22.0,2013-06-19 10:29:09.0,2013-06-19 10:29:09.0,Y,,,,현대건설,현대건설,,0.00,,15,0,,,,,,,,,0,전산,"방재실, 경비실",유,12,"놀이터(2대), 주차장(100대), 엘리베이터(11대)",택배수령,216000000,"격일제, 교대(24시간)","평일:07~07 (24시간), 토:07~07 (24시간), 휴일:07~07 (24시간)","주간:12~13(1시간), 야간:18~19 (1시간)",유,"건물내부(복도, 계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소, 재활용","수량:4개, 면적: ㎡",,"외곽청소, 대청소, 논슬립, 재활용",84840000,"평일:08:30~15:30 (6시간),토:08:30 ~11:30 (3시간)",,주간:12~13(1 시간),(77세대/명),"복도 물걸레(1회/주), 주차장 청소(1회/월), 옥상(1회/월)</a> ",55279,"세대( o ), 계단( ), 주차장( o ), 지하( ), 화단( o ) ","세대:12회/년, 수목:12회/년",8570400,,11대,,1년,로프식,전층,,0,0,1건,,수선유지비(매월부과-정산제),0,,0,5,02-558-2981,02-558-2973,부스터방식,762-3,A13508011,135080,127.0472661,37.4951609,91000705551,도곡로43길,21,서울특별시 강남구 역삼동 762-3 래미안그레이튼,아파트,서울특별시 강남구 도곡로 306,94,188,182,,,2019-05-20 06:54:19.0,42335.44
7244,A10028146,서초롯데캐슬프레지던트아파트,서울특별시,서초구,서초동,서울시 통합정보마당,2014-11-14 00:00:00.0,55021,37539,280,2017-01-02 13:30:21.0,2019-05-02 09:18:19.0,2019-05-02 09:18:19.0,Y,,,,롯데건설,삼익건설아파트재건축조합,,2214.44,,,429,,,,,,,,,0,전산,,,,,택배수령 및 발송,0,격일제,,,,"건물내부(복도,계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소",,,"외곽청소, 대청소, 논슬립, 재활용",0,,복도물걸레,,,,0,,,0,,26,,,,,,0,0,,,,0,,0,9,02-521-0709,02-521-0719,고가수조방식,방배 서리풀 e-편한세상,1148006590,137716,126.9983266,37.4839116,91000407731,효령로33길,50-0,서울특별시 서초구 방배동 906-13 방배서리풀e편한세상,아파트,서울특별시 서초구 효령로33길 50,101,215,110,,,2019-05-20 06:19:21.0,48431.54
330,A15209304,영화 아이닉스,서울,구로구,개봉3동,,2005-09-30 00:00:00.0,31875,22692,212,2013-03-07 09:46:23.0,2013-06-23 11:28:54.0,2013-06-23 11:28:54.0,Y,4,2,2,영화건설,영화건설,,0.00,,25층,252,,,750,선임,대행위탁,"화재수신반(관리, 비관리), 승강기비상호출(관리, 비관리), CCTV 야간당직자(관리, 비관리)","홈네트워크(유, 무), 주차관제시스템(유, 무)",,0,전산,"방재실, 경비실 ",유,12대,"놀이터, 주차장, 외곽, 승강기",,0,격일제,7:00~익일 7:00 ,"주간2시간, 야간3시간",유,"동 복도, 공동현관, 승강기 내 ",1개,,"주차장, 단지 외곽 ",0,평일 : 9:00 ~ 16:00 / 주말 : 9:00 ~ 12:00 ,,12:00 ~ 13:00 ,,  ,91210,,,0,,15인승 23대,부분 단순계약 ,2010년도 설치,로프식 ,전층운행,,0,0,,,수선유지충당금(연간분할부과),0,"건축,설비,전기,소방,통신,조경",0,13,02-352-0426,02-352-0427,부스터 방식,25,1108012197,412799,126.9238442,37.6438336,907-00-68720-1,,,서울특별시 은평구 진관동 25 은평뉴타운구파발9-2단지,아파트,서울특별시 은평구 진관3로 77,0,190,220,,,2019-05-20 02:51:32.0,54120.84
470,A13527006,역삼삼익,서울,강남구,도곡동,,1983-06-11 00:00:00.0,34810,34423,247,2013-03-07 09:46:13.0,2013-05-07 18:52:50.0,2013-05-07 18:52:50.0,Y,877,8,4,삼익주택,삼익주택,,0.00,,13,285,,,700,필수,전기선임,관리,무,,0,전산,관리사무소,유,,,택배수령,0,격일제,,,유,"건물내부(복도.계단), 지하주차장",,,,0,평일:6시간 토요일:3시간 ,일근,주간:1시간(점심시간),,"복도.계단청소, 유리청소",0,,,0,,17,,,,,,0,0,,,수선유지충당금.수선유지비,0,,0,9,02-302-5930,02-302-5932,부스터방식,1741,2108124699,121795,126.882139,37.587704,91000797341,월드컵북로,502-37,서울특별시 마포구 상암동 1741 상암월드컵파크11단지,아파트,서울특별시 마포구 월드컵북로 502-37,384,126,78,,,2019-05-20 03:33:51.0,40523.5
482,A14003002,이촌왕궁,서울,용산구,이촌동,,1974-12-23 00:00:00.0,26757,26446,250,2013-03-07 09:46:14.0,2013-06-23 12:25:04.0,2013-06-23 12:25:04.0,Y,10,4,5,삼익건설,삼익건설,,0.00,,5층,220,,,900,비선임,안전관리업체위탁,비관리,무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,02-2213-1838,02-2243-4048,,서울 동대문구 전농동155-1,B13077001,130770,127.0556151,37.5812702,,전농로,192,,,,,,,,,,
1997,A10088101,남산SK리더스뷰,서울,중구,회현동1가,,2010-01-11 00:00:00.0,71342,71342,233,2013-03-07 09:46:59.0,2013-05-28 09:56:07.0,2013-05-28 09:56:07.0,Y,30,10,,SK건설,마커스홀딩스,2009-12-01 00:00:00.0,2687.37,222.7|237.48|266.28|282.22|341.19|473.77|398.02,B7|30,606,"<p align=""left"" />",,2450,선임,직원선임,"화재수신반(관리), 비상호출(관리), 야간당직관리(관리)","홈네트(유), 주차관제(유)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,02-962-5818,02-962-5819,,서울 동대문구 용두동791,B13072601,130726,127.0362468,37.5734086,,,,,,,,,,,,,
2005,A41279918,은평뉴타운우물골7단지,서울,은평구,진관동,,2010-01-15 00:00:00.0,92202,68644,472,2013-03-07 09:46:59.0,2017-11-03 14:27:55.0,2017-11-03 14:27:55.0,Y,5,4,6,두산건설,sh공사,,14325.28,,15|,855,,,2500,선임,직원선임,관리,유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,02-2212-8088,,,서울 동대문구 전농동688,B13074601,130020,127.0612745,37.5809029,,,,,,,,,,,,,
2008,A15873902,양천중앙하이츠,서울,양천구,신정동,,2010-02-02 00:00:00.0,55935,38130,241,2013-03-07 09:46:59.0,2017-04-04 15:01:13.0,2017-04-04 15:01:13.0,Y,4,6,3,(주)중앙건설,GB 컨설턴트,,0.00,,15,486,,,2100,필수,전기선임,화재수신반(관리)승강기비상호출(관리)CCTV(미관리),홈네트워크(KT)주차관제관리(관리),"분수대,급수정수시설,휘트니스센타(임시), 지하주차장 비상벨 호출시스템, 주차관제시스템 등",216163730,전산,관리동 지하1층,유,11대,"지하주차장, 어린이놀이터, 승강기 내부 및 각동 로비층, 정.후문 및 동외곽",유,108000000,격일제,24시간 교대근무,"점심. 저녁 식사시간 각 1시간, 매일 자정 1시간 총3시간",유,층 20개 라인,"지하주차장 5개소, ",위탁업체에서 주3회 수거:8개소,"외곽청소, 대청소, 논슬립, 재활용등",65803680,일6시간,,,528세대/7명:각75세정도,복도 물걸레 주2회,52792,"분무, 독먹이식등","세대내12회, 수목 수시",7665120,"히드라메칠론, 디아린, 쥐독스",22대,전체,4년 2개월,로프식,지하3층~지상15층,도어인버터 교체등,20328000,2893770,1회/월,"1,2,3년차 종결, 5년차 진행","수선충당금(년간분할), 수선유지비(발생부과)",6024680,공용부분 보수등,0,12,02-924-0709,02-924-0705,지하저수조 중앙정수처리,361번지 안암래미안 관리사무소,209-80-04662,136071,127.023761,37.589317,916-09-18938-1,인촌로17가길,64,서울특별시 성북구 안암동1가 361 안암삼성래미안,아파트,서울특별시 성북구 고려대로17가길 64,232,206,90,,,2019-05-20 00:58:48.0,41676.1742
2009,A15722007,방화삼성꽃마을,서울,강서구,방화1동,,1997-10-06 00:00:00.0,19094,19094,206,2013-03-07 09:46:59.0,2013-06-23 10:44:06.0,2013-06-23 10:44:06.0,Y,8,4,2,삼성,삼성,,0.00,,,0,,,,,,,,,0,전산,라인별,유,6대,"지상 28대, 지하 44대, 현관입구 18대",무,0,격일제,"평일:06 ~06 (24 시간), 토:06 ~06 (24시간), 휴일:06 ~06 (24시간)","주간: ~ (2시간), 야간: ~ (3시간)",유," 층 라인, 단지외곽, 지하주차장",,세대당 1600원,,0,"평일:09 ~16 (5.5 시간), 토:09 ~12 (3시간)",,주간:12 ~13.5 (1.5 시간),,"복도 물걸레, 연2회 물청소",0,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장","세대: 회/년, 수목: 회/년, 기타: 회/년",0,,층용18 대,,(93)년도 설치 (16)연간 운행,로프식,2층제외,,0,0,,,수선유지비(매월부과),0,"건축, 설비, 전기, 소방, 통신, 조경",0,6,02-2659-7257,070-7842-5582,고가수조,대림경동아파트관리사무소,109-80-01458,07525,126.8540714,37.5664452,907-00-33341-1,허준로,121,서울특별시 강서구 가양동 1474 가양대림경동,아파트,서울특별시 강서구 허준로 121,0,0,540,,,2019-05-20 04:18:55.0,70956
708,A13588601,수서동익,서울,강남구,수서동,,1993-11-26 00:00:00.0,37566,33306,330,2013-03-07 09:47:00.0,2013-06-03 11:10:44.0,2013-06-03 11:10:44.0,Y,5,6,4,동익건설(주),동익건설(주),,0.00,,15,314,,,700,,,,무,,0,전산,전기실,유,2,"각동 현관,정문,후문,외각2개",경비실/세대,0,격일제,오전 7시 익월,점심시간 2시간 심야2시간 총4시간,유,"동건물 및 동주변,관리실,노인정",무,각동앞 매일,,58212000,9시 -16시까지,,점심 12-1시,,,6877121,,12,6989880,,18,용역관리,1년,인버터방식,"1,2층제외",,14493600,1207800,,,수선유지비 매월부과,0,,0,6,02-481-8082,02-3427-0426,부스타방식,54,212-80-01017,134826,127.1551633,37.5504635,212-80-01017-0,동남로71길,19,서울특별시 강동구 명일동 54 명일한양,아파트,,0,150,390,,,2019-05-20 08:01:41.0,57764.7
332,A13593901,LG개포자이아파트,서울,강남구,개포동,test,2004-06-17 00:00:00.0,60359,38614,212,2013-03-07 09:46:23.0,2013-06-23 14:26:42.0,2013-06-23 14:26:42.0,Y,6,9,4,화엄건설,LG건설,,0.00,,22층,502,,,1300,필수,,관리,유,,0,전산장부,,유(전기실),비공개,비공개,유,0,격일제,24시간,,유,"복도,계단 라인별",년1회 물청소,,"외곽청소,대청소,논슬립,재활용",0,8시간,,1시간(12:00-1:00),,"복도,계단 물걸레",91646,"분무,독먹이식,연막",분기별(매월추가실시),0,,15대,위탁,4년,Bronze,전층,,0,0,,,정산제(매월부과),0,"전기,설비,소방,급수배관,난방배관",0,8,02-595-1977,02-535-3278,"지하저수조(3대),고가수조(13대)",신동아4단지아파트,,06998,126.9764363,37.4886826,,동작대로29길,110,서울특별시 동작구 사당동 105 사당신동아4단지,아파트,서울특별시 동작구 동작대로29길 110,465,207,240,,,2019-05-20 05:53:59.0,71938.17
1059,A15703303,등촌미주진로,서울,강서구,등촌3동,,1994-10-29 00:00:00.0,61300,51623,488,2013-03-07 09:46:51.0,2013-06-10 16:36:09.0,2013-06-10 16:36:09.0,Y,6,10,5,미주실업(주)진로건설(주),미주실업(주)진로건설(주),1994-10-01 00:00:00.0,5847.87,106,13|,504,,,1500,선임,,,,,0,,"동초소3곳,기전사무실1곳",동초소와연결,14대,"승강기,1층로비,비상계단,정문,후문",,0,격일제,,,,"복도,계단,승강기로비,현관 (해당동 공용부분)",,집하장투입후 구청지정업체에서처리,"외곽,관리동계단,공동화장실,관리사무실",0,08:00~15:00(12:00~13:00까지점심시간),,,,,40712,"독먹이식,도포식 분무식","세대소독12회,수목소독6회",0,"맥스포스켈,잡스,탑베이트,퍼머스린",5대,1년단위,20년,위탁,,2009년4월리모델링공사완료,0,544500,,,,0,,0,3,025357604,(02) 533-7605,저수조및고가주소,(반포동),114-80-01144,06592,127.0075124,37.5023578,1428283091,사평대로,240,서울특별시 서초구 반포동 60-5 반포미도2차,아파트,서울특별시 서초구 사평대로 240,60,375,0,,,2019-05-20 06:36:37.0,30352.95
333,A15004502,당산디오빌,서울,영등포구,당산동5가,,2005-02-22 00:00:00.0,21716,15158,212,2013-03-07 09:46:23.0,2018-12-14 10:30:58.0,2018-12-14 10:30:58.0,Y,,4,3,대우건설(주),강남상가 재건축조합,,1411.32,,15층|3,195,<p>영등포구 당산동 위치한 당산디오빌 주상복합아파트 입니다.</p><p>지하철 2호선과 9호선의 중복라인과 ?9호선 10번출구와 저희 상가가 연결되어 있어</p><p>교통이 편리한 관계로 소형평형으로 이루어져 지하1층~2층에는 편의시설 및 병원이 밀집되어 있어 1인가구들이 많이 분포되어 있습니다.</p><p />,,960,,전기안전관리 대행,유,유,,108577541,전산,"관리실, 경비실",유,22개,"각동출입구, 주차장, 외곽",경비실에서 담당,43278750,격일제,오전6:00~익일6:00,"점심1시간, 저녁1시간, 야간4시간",유,"동별담당, 복도, 계단등",,전문업체용역,"관리사무소, 외곽",27251100,오전9:00~오후4:00,,1시간,( 99세대/1명 ),물걸레 복도,30665,"세대방문, 수목소독, 독이법, 연막","세대: 12회/1년, 수목: 8회/년, 기타: 회/년",3278000,"파모스린, 멜스포스겔, 개미파워",10대,용역관리,( )년도 설치 ( )연간 운행,로프식,"지상1~지상18층, 지하4~지상1층","메인 로프공사, 도어 인버터 컨트롤, 메인 이버터공사, 사일렌서, PCB보드 ",9939600,828300,,,수선유지충당금,15092940,"저수조청소,정화조청소,승강기정기검사, 정화조청소, 소방종합검사",0,2,02-926-1995,02-926-1996,고가수조,극동아파트,209-82-61430,02811,127.0336943,37.5952864,90700286051,북악산로29길,67,서울특별시 성북구 종암동 128 종암극동아파트,아파트,서울특별시 성북구 북악산로29길 67,137,106,54,,,2019-05-20 01:12:02.0,23376.578
3581,A13520003,래미안강남힐즈,서울,강남구,자곡동,래미안강남힐즈.apti.co.kr,2014-06-27 00:00:00.0,191300,191300,1020,2014-08-12 13:22:58.0,2015-11-06 12:59:01.0,2015-11-06 12:59:01.0,Y,,,,삼성물산,삼성물산,2014-06-01 00:00:00.0,13632.67,118.80|119.00|124.23|130.93|131.25|132.06,15|,1546,"



",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0222823814,02)2297-9321,,"(하왕십리동, 왕십리KCC스위첸)",A10027432,04711,,,,무학봉길,,서울특별시 성동구 하왕십리동 1002 서울 왕십리 KCC스위첸아파트,아파트,,42,230,0,,,2019-05-19 23:33:10.0,19597.018
3641,A13520002,강남한양수자인,서울,강남구,자곡동,,2014-03-14 00:00:00.0,201793,136339,1304,2014-09-26 16:22:30.0,2015-11-16 10:45:30.0,2015-11-16 10:45:30.0,Y,,,,한양수자인,SH공사,,222360.20,,,1637,,,,,,,,,0,전산,방재실,유,6개,"놀이터, 승강기 내부, 지하주차장",택배수령,0,격일제,24시간,"주간:2시간, 야간:3시간",유,"건물내부(복도,계단), 지하주차장, 옥상, 건물외부, 화단, 3층 하늘공원, 쓰레기분리수거장, 공용화장실",2개,1개소(3회/주),3층 운동시설 및 편의시설,0,평일:8시 30분 ~ 15시 30분   토요일:8시 30분 ~ 11시 30분,,주간:12시~13시(1시간),,"복도,계단 물걸레(3회/주), 주차장 청소(1회/월), 외곽 대리석 청소",36383,"세대(분무식), 화단(살포식), 지하주차장(분무식), 지하 공용부(연막식)",12회,0,,8대,용역계약,2006년도 설치(만3년),로프식,"전층 운행(지하1,2층 2층 제외)",,0,0,3건/월,3년차 하자 협의 진행중,"수선충당금(연간분할부과-예산제), 수선유지비(매월부과-정산제)",0,,0,1,02-6260-3500,6260-3502,부스터 방식,48-2,101-80-04621,110410,126.9983959,37.571436,,종로,183,서울특별시 종로구 인의동 48-2 효성주얼리시티아파트,주상복합,서울특별시 종로구 종로 183,0,140,144,,,2019-05-19 23:02:41.0,28511.84
643,A13285404,방학명품ESA1단지,서울,도봉구,방학1동,,2003-10-01 00:00:00.0,68031,42488,296,2013-03-07 09:46:53.0,2013-05-07 09:43:05.0,2013-05-07 09:43:05.0,Y,,4,3,SR개발,SR개발,2003-10-01 00:00:00.0,4573.28,111.37|161.65|164.63,B3|20,555,"



",,1350,필수,상주,관리,유,,1967736140,전산,동별,유,,"놀이터, 주차장, 엘레베이터, 관리소",무,256800000,"교대(1,2)","평일: ~ ( 시간), 토: ~ (시간), 휴일: ~ (시간)","주간: ~ ( 시간), 야간: ~ (시간)",유, 층 라인,"수량: 개, 면적: ㎡",개소 회/주,"외곽청소, 대청소",58329840,"평일: ~ ( 시간), 토: ~ (시간), 휴일: ~ (시간)",,"주간: ~ ( 시간), 야간: ~ (시간)",1인 2개동씩,복도 물걸레( 회/주),83068,,"세대:12회/년, 수목: 회/년, 기타: 회/년",8867520,,16대,,,,,,10560000,0,,,수선유지비(매월부과),0,"건축, 설비, 전기, 소방, 통신, 조경",0,10,02-3421-1936,02-3423-0512,고가수조,,204-82-61115,131873,127.0944007,37.6122193,96-003451-1-260-1205,신내로,151,서울특별시 중랑구 신내동 657 신내9단지,아파트,서울특별시 중랑구 신내로 127,1315,0,0,,,2019-05-20 00:51:00.0,54106.78
